Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
China,2020,Kia,"$34,102 ",3322.0,15.35,36071.0,PHEV,1254.0,YES
China,2023,BMW,"$10,806 ",2975.0,7.87,30029.0,HEV,72441.0,yes
China,2020,Hyundai,"$23,135 ",2037.0,17.11,87680.0,PHEV,28940.0,yes
Norway,2020,Renault,"$49,619 ",978.0,19.55,127121.0,PHEV,68345.0,no
Japan,2016,Volkswagen,"$39,814 ",4919.0,24.86,83603.0,BEV,66997.0,no
India,2018,Nissan,"$5,702 ",2949.0,21.87,72029.0,HEV,48965.0,YES
Germany,2016,BYD,"$31,738 ",4816.0,7.92,116321.0,BEV,69837.0,YES
USA,2021,Renault,"$33,044 ",2730.0,17.61,115220.0,PHEV,23413.0,Yes
USA,2019,Ford,"$21,855 ",4443.0,6.78,24233.0,PHEV,7503.0,Yes
Norway,2018,Renault,"$40,425 ",1824.0,25.85,75042.0,HEV,5814.0,YES
UK,2020,Renault,"$14,727 ",905.0,1.54,80667.0,PHEV,43736.0,No
UK,2018,BYD,"$31,506 ",2814.0,4.35,111945.0,BEV,8771.0,YES
China,2016,Kia,"$13,960 ",4647.0,26.25,18513.0,BEV,35117.0,YES
India,2019,Ford,"$36,254 ",3340.0,15.7,72144.0,PHEV,9689.0,yes
Netherlands,2019,BMW,"$28,563 ",731.0,28.69,46254.0,PHEV,3751.0,YES
USA,2022,BYD,"$8,282 ",1274.0,21.37,80157.0,BEV,28609.0,no
China,2017,Nissan,"$6,348 ",1062.0,26.47,25753.0,HEV,49629.0,No
Japan,2023,Tesla,"$5,522 ",2289.0,23.76,103538.0,BEV,60269.0,Yes
France,2024,BYD,"$38,522 ",766.0,13.1,101417.0,HEV,70890.0,No
China,2023,Nissan,"$32,347 ",4536.0,1.45,81987.0,HEV,76692.0,yes
Germany,2016,Renault,"$49,846 ",1155.0,9.38,93889.0,HEV,78080.0,No
USA,2016,BMW,"$11,823 ",4755.0,13.64,88763.0,PHEV,74916.0,Yes
Germany,2016,Ford,"$22,490 ",4062.0,5.8,107746.0,HEV,74212.0,No
Netherlands,2018,Tesla,"$32,318 ",1590.0,5.6,81498.0,HEV,50421.0,No
India,2016,Renault,"$27,120 ",3205.0,20.7,111455.0,PHEV,48285.0,no
Japan,2022,Nissan,"$21,669 ",850.0,2.33,109523.0,PHEV,16405.0,YES
UK,2024,Nissan,"$7,075 ",4853.0,29.77,22927.0,PHEV,52661.0,No
Germany,2017,BYD,"$9,657 ",2048.0,15.02,83625.0,BEV,19837.0,no
Norway,2020,Hyundai,"$15,648 ",3026.0,1.33,31467.0,BEV,73161.0,YES
Norway,2020,Tesla,"$7,904 ",2325.0,25.4,93987.0,BEV,61663.0,YES
USA,2022,Volkswagen,"$24,070 ",3471.0,28.59,63052.0,BEV,69524.0,YES
India,2018,Tesla,"$43,908 ",2880.0,24.43,65905.0,PHEV,47456.0,Yes
Canada,2023,BYD,"$30,783 ",4849.0,19.31,115655.0,BEV,5700.0,Yes
Germany,2019,Chevrolet,"$14,401 ",272.0,6.73,51088.0,PHEV,30493.0,Yes
UK,2018,Nissan,"$12,789 ",3727.0,4.57,49310.0,BEV,7505.0,YES
Norway,2024,Volkswagen,"$44,827 ",4695.0,21.5,64236.0,HEV,20517.0,no
France,2022,BMW,"$45,033 ",4231.0,5.71,49704.0,PHEV,71477.0,no
UK,2016,BYD,"$26,872 ",4284.0,18.6,72831.0,BEV,71124.0,No
China,2021,Chevrolet,"$28,580 ",2629.0,19.89,70276.0,PHEV,49093.0,No
China,2016,Tesla,"$40,388 ",4374.0,20.2,82237.0,BEV,15550.0,yes
India,2016,Tesla,"$49,622 ",2682.0,21.71,135219.0,BEV,50699.0,no
Norway,2022,Ford,"$13,124 ",368.0,11.39,16048.0,PHEV,79183.0,YES
Germany,2019,Hyundai,"$32,234 ",4452.0,14.23,98398.0,HEV,69237.0,Yes
Germany,2022,Chevrolet,"$47,443 ",1940.0,7.78,58161.0,HEV,1056.0,yes
Japan,2015,Volkswagen,"$47,241 ",3960.0,6.97,116924.0,PHEV,70073.0,no
USA,2022,Volkswagen,"$23,312 ",731.0,17.62,76281.0,HEV,41194.0,YES
Canada,2021,Nissan,"$47,056 ",2897.0,2.47,58967.0,BEV,66795.0,yes
Germany,2024,Tesla,"$21,372 ",609.0,26.47,108340.0,HEV,45537.0,YES
India,2019,Tesla,"$20,041 ",2768.0,14.43,91860.0,BEV,31743.0,yes
USA,2024,Volkswagen,"$18,382 ",758.0,6.3,110024.0,BEV,13979.0,Yes
Canada,2018,Volkswagen,"$35,477 ",4073.0,17.7,111313.0,HEV,75217.0,yes
UK,2015,Chevrolet,"$41,464 ",85.0,2.3,53384.0,BEV,28785.0,YES
Germany,2017,Nissan,"$48,415 ",847.0,2.6,121412.0,HEV,15052.0,no
Japan,2016,Tesla,"$30,870 ",241.0,9.45,102645.0,HEV,76614.0,Yes
Norway,2017,BYD,"$7,538 ",4105.0,6.49,66079.0,PHEV,46471.0,Yes
Canada,2024,Ford,"$3,279 ",3346.0,11.27,13809.0,PHEV,60035.0,no
India,2023,Hyundai,"$25,291 ",1659.0,5.3,117012.0,HEV,28134.0,No
USA,2021,Tesla,"$1,417 ",4262.0,26.29,40634.0,HEV,23066.0,no
Norway,2023,Hyundai,"$3,311 ",3431.0,26.58,67788.0,HEV,36489.0,yes
USA,2020,Kia,"$34,056 ",266.0,14.43,132068.0,HEV,73277.0,No
Norway,2017,Volkswagen,"$30,343 ",4785.0,11.74,47330.0,PHEV,21810.0,No
India,2022,Nissan,"$43,364 ",1692.0,10.4,68508.0,PHEV,6622.0,YES
Netherlands,2015,Renault,"$32,330 ",3784.0,12.47,131563.0,BEV,58993.0,YES
Japan,2016,Hyundai,"$24,001 ",1873.0,2.69,50776.0,HEV,30080.0,Yes
USA,2018,Hyundai,"$5,387 ",3000.0,21.59,88528.0,PHEV,16684.0,YES
India,2023,Chevrolet,"$24,502 ",1449.0,21.11,91655.0,HEV,47404.0,yes
Canada,2021,Nissan,"$12,388 ",3360.0,27.8,29645.0,BEV,33194.0,yes
Japan,2021,Ford,"$31,818 ",419.0,8.13,86037.0,HEV,3859.0,Yes
USA,2016,Hyundai,"$40,340 ",1993.0,16.63,126961.0,PHEV,74750.0,No
Canada,2015,Chevrolet,"$36,236 ",754.0,12.64,61554.0,PHEV,64956.0,no
Germany,2022,Hyundai,"$46,525 ",1852.0,19.6,112026.0,BEV,20046.0,No
India,2018,BMW,"$9,174 ",4046.0,14.11,21677.0,BEV,49392.0,no
UK,2020,Renault,"$4,108 ",1028.0,14.9,32654.0,PHEV,69203.0,YES
Netherlands,2023,Renault,"$42,846 ",1154.0,26.26,110928.0,BEV,16050.0,YES
USA,2022,Renault,"$30,634 ",4454.0,22.05,92160.0,HEV,4423.0,no
France,2024,Volkswagen,"$6,566 ",1666.0,28.05,65454.0,BEV,9583.0,yes
India,2022,Volkswagen,"$38,557 ",1998.0,27.99,127950.0,PHEV,29941.0,no
UK,2016,Nissan,"$17,379 ",3005.0,8.35,24772.0,PHEV,34488.0,YES
China,2017,Kia,"$5,557 ",1116.0,8.91,39297.0,BEV,25118.0,no
UK,2017,Volkswagen,"$7,174 ",1381.0,14.14,24391.0,HEV,68541.0,No
India,2019,Nissan,"$46,009 ",4612.0,19.12,60996.0,PHEV,50915.0,Yes
China,2019,BYD,"$48,692 ",3651.0,11.41,110126.0,HEV,30055.0,YES
Netherlands,2017,Tesla,"$6,616 ",771.0,20.55,74037.0,HEV,36411.0,YES
India,2015,Hyundai,"$28,319 ",1245.0,28.1,84763.0,PHEV,27238.0,No
China,2015,Renault,"$39,591 ",753.0,2.71,53329.0,PHEV,16772.0,No
Norway,2022,Hyundai,"$11,133 ",1364.0,8.1,62471.0,BEV,65551.0,No
Japan,2017,Hyundai,"$37,355 ",2841.0,6.88,114946.0,PHEV,25318.0,Yes
Netherlands,2020,Chevrolet,"$14,295 ",3274.0,25.09,102989.0,BEV,22747.0,no
Netherlands,2017,Volkswagen,"$1,874 ",497.0,12.25,16301.0,HEV,65442.0,YES
China,2016,Renault,"$24,064 ",1950.0,4.22,49335.0,PHEV,64572.0,YES
Japan,2020,Hyundai,"$12,699 ",1852.0,21.62,44881.0,HEV,79651.0,YES
India,2022,Nissan,"$17,051 ",4192.0,5.62,21919.0,BEV,42274.0,no
Japan,2015,Kia,"$39,218 ",732.0,26.79,54359.0,BEV,12537.0,No
Germany,2022,Renault,"$15,278 ",3343.0,24.92,107213.0,BEV,9629.0,no
Netherlands,2023,BYD,"$8,860 ",3829.0,18.64,45929.0,HEV,54270.0,Yes
France,2016,Kia,"$11,727 ",4386.0,6.65,88755.0,HEV,54651.0,no
France,2017,Nissan,"$3,845 ",2675.0,15.36,82747.0,PHEV,75861.0,No
Netherlands,2018,Volkswagen,"$5,940 ",3656.0,11.64,27204.0,PHEV,20121.0,No
Canada,2021,BMW,"$44,633 ",3917.0,25.19,132557.0,PHEV,67220.0,No
UK,2020,Tesla,"$27,664 ",3553.0,10.48,79929.0,BEV,51109.0,Yes
Netherlands,2016,Hyundai,"$39,046 ",3553.0,27.02,75908.0,BEV,15821.0,no
UK,2021,BYD,"$8,082 ",830.0,13.53,63658.0,PHEV,53236.0,Yes
Japan,2015,BYD,"$45,721 ",4006.0,22.5,139047.0,PHEV,9900.0,yes
Norway,2018,BMW,"$38,464 ",2029.0,11.96,125263.0,HEV,44374.0,No
China,2021,BMW,"$39,959 ",2305.0,17.47,93154.0,HEV,37326.0,No
France,2017,Renault,"$5,793 ",708.0,10.57,103322.0,HEV,79347.0,no
Norway,2015,BYD,"$18,729 ",4024.0,7.05,88447.0,BEV,50615.0,YES
netherlands,2019,BMW,"$7,576 ",325.0,20.45,59104.0,PHEV,67798.0,Yes
Canada,2021,Hyundai,"$14,982 ",4419.0,26.83,101425.0,PHEV,24426.0,no
Canada,2018,Chevrolet,"$38,736 ",4722.0,11.53,106522.0,HEV,56891.0,yes
Norway,2020,Nissan,"$1,367 ",2779.0,17.63,6183.0,HEV,36916.0,no
Germany,2020,Tesla,"$48,338 ",3391.0,1.69,114702.0,PHEV,14157.0,No
USA,2016,BMW,"$9,822 ",4346.0,17.82,90033.0,PHEV,78271.0,Yes
Norway,2020,Chevrolet,"$35,063 ",2437.0,29.84,52391.0,HEV,27654.0,yes
UK,2019,BMW,"$6,714 ",406.0,3.81,35266.0,BEV,36377.0,yes
Japan,2019,Ford,"$26,234 ",155.0,3.86,106392.0,PHEV,29875.0,YES
Norway,2022,Renault,"$23,934 ",2848.0,20.83,73851.0,PHEV,47745.0,no
Germany,2018,BYD,"$1,407 ",1193.0,23.21,16171.0,PHEV,25409.0,no
France,2015,Kia,"$8,890 ",1066.0,13.33,50432.0,PHEV,48324.0,yes
UK,2024,Ford,"$48,696 ",3375.0,7.82,71359.0,BEV,6951.0,No
Norway,2023,BYD,"$15,675 ",2845.0,28.55,105292.0,PHEV,13167.0,YES
Norway,2020,BYD,"$37,112 ",3583.0,23.68,111562.0,BEV,9802.0,no
China,2017,Kia,"$28,117 ",816.0,28.57,115024.0,HEV,49384.0,No
China,2016,Kia,"$19,624 ",4535.0,14.79,58293.0,HEV,27272.0,No
Japan,2018,Volkswagen,"$26,761 ",4596.0,4.82,89217.0,PHEV,21180.0,Yes
India,2023,Ford,"$46,835 ",2785.0,14.37,81103.0,HEV,67551.0,No
Japan,2017,BYD,"$43,793 ",2064.0,20.39,99263.0,HEV,78402.0,Yes
UK,2022,Tesla,"$45,515 ",2716.0,16.99,78676.0,HEV,68635.0,yes
Netherlands,2018,BYD,"$6,886 ",2575.0,8.04,68652.0,HEV,22400.0,YES
China,2023,Kia,"$45,882 ",1050.0,10.41,103507.0,HEV,41327.0,Yes
France,2024,BMW,"$20,079 ",513.0,12.45,30612.0,HEV,48576.0,no
Canada,2015,Kia,"$7,512 ",2997.0,7.45,68700.0,PHEV,47576.0,yes
USA,2021,Nissan,"$45,207 ",2141.0,20.69,109299.0,HEV,60595.0,YES
Norway,2019,Volkswagen,"$9,700 ",1327.0,13.53,56294.0,BEV,1016.0,No
UK,2023,Ford,"$37,938 ",1812.0,23.27,117824.0,HEV,15450.0,yes
france,2020,Tesla,"$1,973 ",959.0,22.77,40052.0,BEV,59967.0,YES
India,2022,BYD,"$30,610 ",2746.0,23.26,33556.0,BEV,22943.0,no
USA,2018,Nissan,"$37,769 ",3436.0,13.65,63370.0,HEV,33850.0,No
USA,2017,BYD,"$41,632 ",1008.0,27.87,127693.0,PHEV,53034.0,yes
France,2019,BMW,"$27,186 ",3094.0,5.52,74138.0,PHEV,48143.0,no
Germany,2023,Nissan,"$22,168 ",3112.0,11.41,121279.0,BEV,37516.0,no
Germany,2023,Tesla,"$6,078 ",3906.0,2.71,62998.0,HEV,67473.0,YES
Norway,2019,Ford,"$8,095 ",434.0,9.87,12146.0,BEV,60481.0,no
Japan,2021,Hyundai,"$12,738 ",3220.0,19.82,82869.0,BEV,2267.0,yes
Japan,2020,Nissan,$921 ,3276.0,16.5,90970.0,PHEV,63453.0,YES
Netherlands,2020,Kia,"$49,617 ",3949.0,1.38,55005.0,PHEV,68958.0,Yes
Japan,2021,Tesla,"$40,494 ",1087.0,5.79,114346.0,PHEV,3843.0,no
Canada,2018,Nissan,"$28,515 ",4121.0,3.42,125152.0,PHEV,47546.0,No
Germany,2024,BYD,"$37,492 ",3304.0,11.24,88069.0,PHEV,36169.0,No
France,2016,BYD,"$42,209 ",4849.0,24.14,72907.0,HEV,63415.0,yes
UK,2023,Renault,"$49,695 ",1569.0,2.47,71273.0,BEV,29842.0,yes
Netherlands,2019,Ford,"$4,116 ",3733.0,21.56,82209.0,HEV,39648.0,No
France,2022,Tesla,"$9,855 ",1318.0,13.59,48450.0,HEV,63740.0,Yes
Netherlands,2024,Renault,"$8,360 ",345.0,11.72,89360.0,BEV,39865.0,Yes
UK,2019,Volkswagen,"$25,041 ",1131.0,8.02,70817.0,HEV,63323.0,YES
Netherlands,2016,Chevrolet,"$25,218 ",2988.0,15.66,35478.0,HEV,8636.0,Yes
France,2020,Volkswagen,"$3,935 ",3789.0,20.25,92654.0,PHEV,34733.0,YES
USA,2020,Renault,"$7,944 ",1189.0,28.56,23554.0,BEV,67036.0,yes
USA,2015,Ford,"$5,054 ",59.0,15.48,56193.0,PHEV,62971.0,YES
UK,2015,BYD,"$46,559 ",1125.0,28.98,84761.0,PHEV,28700.0,no
India,2017,Nissan,"$36,083 ",980.0,18.42,135594.0,PHEV,17643.0,no
Canada,2023,Tesla,"$5,525 ",4368.0,17.71,51783.0,PHEV,35527.0,no
Norway,2021,Kia,"$24,398 ",3804.0,21.38,37730.0,BEV,10593.0,Yes
Germany,2017,Nissan,"$30,607 ",3339.0,24.5,111515.0,BEV,54164.0,YES
USA,2019,Chevrolet,"$35,360 ",2977.0,4.29,54419.0,PHEV,28188.0,Yes
Canada,2020,Tesla,"$22,785 ",3025.0,13.34,67205.0,HEV,34379.0,No
France,2021,Ford,"$36,791 ",3712.0,23.33,113266.0,PHEV,60469.0,No
USA,2018,Nissan,"$30,753 ",1638.0,20.47,39660.0,HEV,4372.0,No
Netherlands,2017,Volkswagen,"$41,449 ",293.0,12.65,80942.0,BEV,49352.0,yes
Netherlands,2018,Volkswagen,"$29,908 ",612.0,28.71,67751.0,BEV,79314.0,Yes
France,2017,Volkswagen,"$39,430 ",810.0,16.05,70588.0,HEV,48401.0,no
China,2024,BMW,"$13,492 ",3944.0,12.73,31248.0,PHEV,22971.0,yes
India,2017,Hyundai,"$13,999 ",2170.0,28.21,90652.0,BEV,70529.0,No
India,2016,Chevrolet,"$19,482 ",1676.0,25.71,100356.0,PHEV,31173.0,no
UK,2023,Renault,"$38,025 ",2124.0,27.43,61650.0,HEV,45894.0,YES
Germany,2018,Tesla,"$11,651 ",2428.0,4.39,78175.0,PHEV,35515.0,Yes
Canada,2023,Tesla,"$8,732 ",2148.0,25.25,65927.0,BEV,65108.0,YES
Canada,2019,Ford,"$19,035 ",3947.0,15.7,53011.0,HEV,1599.0,No
Japan,2018,Tesla,"$4,209 ",2166.0,1.9,10932.0,HEV,56704.0,No
Canada,2019,BMW,"$43,036 ",2828.0,14.32,66658.0,BEV,25844.0,Yes
Japan,2015,Tesla,"$41,240 ",4788.0,21.31,59446.0,BEV,52747.0,Yes
China,2020,Renault,"$25,001 ",3963.0,8.77,103196.0,BEV,56387.0,no
UK,2016,BMW,"$25,726 ",1644.0,7.86,30802.0,BEV,39210.0,YES
Norway,2020,Renault,"$26,431 ",3515.0,21.28,118243.0,HEV,67038.0,Yes
USA,2020,Chevrolet,"$13,256 ",2423.0,19.64,70814.0,BEV,38487.0,no
France,2016,Volkswagen,"$46,306 ",3477.0,17.53,97556.0,HEV,41558.0,no
Netherlands,2016,BMW,"$34,530 ",1721.0,13.73,66704.0,PHEV,34208.0,YES
India,2015,Tesla,"$19,692 ",2572.0,25.28,30939.0,PHEV,27038.0,Yes
France,2024,Renault,"$13,633 ",1740.0,22.68,73974.0,PHEV,24545.0,YES
Norway,2022,Chevrolet,"$13,360 ",1036.0,7.49,99126.0,HEV,42280.0,Yes
UK,2019,Volkswagen,"$24,658 ",4105.0,6.99,76422.0,BEV,24810.0,no
India,2019,Renault,"$44,624 ",1836.0,23.83,61557.0,PHEV,31034.0,No
Germany,2015,Hyundai,"$2,447 ",3341.0,23.02,84293.0,PHEV,17303.0,yes
France,2018,Tesla,"$48,282 ",4684.0,28.36,91989.0,PHEV,15465.0,YES
Canada,2022,BMW,"$10,725 ",266.0,16.66,14716.0,PHEV,18801.0,Yes
USA,2015,Chevrolet,"$24,644 ",4987.0,29.03,44580.0,BEV,15155.0,yes
Netherlands,2022,Chevrolet,"$21,617 ",2052.0,15.67,59877.0,PHEV,37326.0,yes
Canada,2023,BYD,"$20,168 ",2176.0,3.66,115602.0,PHEV,63970.0,YES
Japan,2018,Volkswagen,"$30,407 ",4461.0,5.11,116719.0,PHEV,76998.0,no
France,2023,Renault,"$36,979 ",1596.0,21.49,111177.0,BEV,73940.0,No
India,2018,Volkswagen,"$46,601 ",1655.0,23.25,75375.0,PHEV,9556.0,YES
USA,2017,Nissan,"$46,623 ",4624.0,8.52,62487.0,HEV,59989.0,YES
China,2019,Nissan,"$34,249 ",2405.0,21.36,52554.0,HEV,78474.0,yes
Netherlands,2019,BMW,"$16,818 ",3668.0,10.95,55638.0,PHEV,62800.0,Yes
France,2022,Tesla,"$13,101 ",2078.0,24.52,72592.0,BEV,34380.0,No
India,2016,Hyundai,"$7,786 ",1886.0,11.24,95494.0,PHEV,10926.0,yes
france,2024,Kia,"$45,008 ",2929.0,24.17,56010.0,PHEV,49586.0,YES
Germany,2022,BMW,"$3,701 ",762.0,6.67,31749.0,PHEV,41324.0,YES
Japan,2021,Nissan,"$1,841 ",514.0,25.58,55475.0,BEV,62491.0,yes
Canada,2024,Renault,"$24,519 ",2789.0,1.74,54273.0,PHEV,56614.0,YES
India,2022,Ford,"$20,022 ",4519.0,11.56,96462.0,BEV,27921.0,Yes
UK,2017,Kia,"$17,183 ",4234.0,28.62,32186.0,PHEV,72656.0,no
France,2021,BYD,"$41,753 ",1883.0,23.39,114461.0,HEV,23706.0,no
Japan,2021,Ford,"$29,449 ",3436.0,26.64,114293.0,PHEV,23844.0,yes
Canada,2024,BYD,"$21,204 ",3504.0,24.04,110176.0,PHEV,10212.0,YES
Japan,2023,BYD,"$38,464 ",3153.0,26.11,135387.0,HEV,6678.0,No
USA,2020,Ford,"$1,882 ",2940.0,10.68,42764.0,PHEV,61510.0,Yes
Netherlands,2019,Renault,"$42,702 ",1715.0,13.93,84432.0,HEV,32051.0,Yes
Germany,2024,Tesla,"$12,629 ",1689.0,12.29,43031.0,HEV,3704.0,no
UK,2022,Renault,"$27,527 ",1758.0,3.58,53750.0,PHEV,28384.0,no
Japan,2020,Hyundai,"$32,645 ",134.0,26.35,46412.0,BEV,19354.0,No
Japan,2024,Chevrolet,"$3,601 ",4161.0,26.29,21116.0,HEV,25806.0,Yes
Germany,2023,Tesla,"$33,662 ",3583.0,2.63,125706.0,BEV,44915.0,yes
China,2021,Hyundai,"$5,560 ",4660.0,13.32,50458.0,BEV,6589.0,no
USA,2019,Nissan,"$12,112 ",2514.0,4.08,90663.0,HEV,46440.0,YES
China,2017,Kia,"$36,244 ",1481.0,14.24,109375.0,HEV,63093.0,yes
Japan,2017,Tesla,"$18,781 ",2202.0,16.06,69632.0,HEV,43861.0,YES
France,2021,BMW,"$34,547 ",2231.0,26.58,71527.0,BEV,52738.0,YES
India,2020,Kia,"$19,652 ",4348.0,17.24,81224.0,BEV,34043.0,yes
USA,2024,BMW,"$12,795 ",3873.0,2.66,73219.0,BEV,67345.0,yes
UK,2020,Kia,"$30,644 ",3988.0,1.97,64046.0,HEV,11273.0,YES
Germany,2023,Ford,"$25,530 ",4549.0,16.61,103469.0,PHEV,20039.0,No
France,2015,Kia,"$14,517 ",991.0,22.18,28100.0,BEV,33919.0,YES
Netherlands,2024,Tesla,"$47,525 ",3304.0,18.37,58039.0,PHEV,39416.0,no
Netherlands,2015,Renault,"$2,011 ",2268.0,17.0,54905.0,BEV,25225.0,Yes
Canada,2023,Renault,"$21,346 ",4586.0,23.41,72700.0,HEV,27188.0,no
USA,2015,BMW,"$6,906 ",198.0,10.63,80587.0,BEV,14133.0,no
Netherlands,2019,BMW,"$12,709 ",3342.0,22.29,106210.0,BEV,75681.0,Yes
Canada,2021,Hyundai,"$47,625 ",1635.0,14.44,67033.0,HEV,13521.0,no
India,2017,BYD,"$22,378 ",650.0,11.77,44464.0,BEV,17923.0,no
Japan,2024,Volkswagen,"$20,385 ",3957.0,15.25,74074.0,PHEV,7716.0,Yes
France,2015,Tesla,"$16,588 ",4296.0,23.62,23193.0,PHEV,57492.0,No
China,2020,Tesla,"$9,433 ",4195.0,17.41,34247.0,HEV,1818.0,YES
France,2018,Renault,"$8,934 ",4324.0,22.54,22003.0,BEV,58198.0,no
Netherlands,2019,Nissan,"$33,280 ",3027.0,22.91,67737.0,BEV,53290.0,YES
Japan,2017,Chevrolet,"$12,432 ",686.0,1.12,26724.0,HEV,48631.0,Yes
Canada,2021,Nissan,"$26,399 ",2875.0,7.35,103629.0,HEV,35533.0,no
Germany,2023,Tesla,"$15,737 ",1563.0,25.56,108834.0,PHEV,5866.0,Yes
Netherlands,2020,Nissan,"$8,929 ",3327.0,3.76,98302.0,BEV,51736.0,yes
France,2019,BYD,"$34,575 ",2095.0,13.64,133097.0,BEV,25104.0,YES
France,2023,Hyundai,$791 ,3696.0,21.82,98804.0,HEV,63845.0,yes
Norway,2019,Chevrolet,"$24,650 ",587.0,29.15,76025.0,HEV,33078.0,Yes
France,2024,Chevrolet,"$12,768 ",2662.0,21.05,25001.0,PHEV,31496.0,YES
Netherlands,2022,Ford,"$37,991 ",3422.0,12.22,41967.0,BEV,8426.0,no
France,2017,Hyundai,"$23,387 ",2144.0,3.33,30873.0,BEV,40258.0,yes
USA,2019,BYD,"$47,382 ",1954.0,8.07,54355.0,PHEV,47215.0,Yes
Norway,2019,BMW,"$49,126 ",4989.0,9.04,55647.0,PHEV,13891.0,no
China,2021,Chevrolet,"$17,295 ",1941.0,11.15,29304.0,BEV,45291.0,no
Norway,2016,BMW,"$48,796 ",2934.0,7.44,137434.0,HEV,35828.0,yes
UK,2023,Kia,"$23,765 ",185.0,25.64,99810.0,PHEV,46532.0,YES
India,2017,Hyundai,"$3,184 ",3376.0,5.14,10364.0,BEV,47779.0,No
UK,2019,Renault,"$3,059 ",4954.0,11.96,60127.0,HEV,19113.0,YES
Germany,2016,Nissan,"$43,361 ",4769.0,1.27,46944.0,BEV,27250.0,YES
Norway,2021,Ford,"$3,555 ",1668.0,4.02,65087.0,BEV,10933.0,no
USA,2017,Hyundai,"$44,656 ",3341.0,18.93,80410.0,PHEV,37312.0,yes
China,2019,Volkswagen,"$23,863 ",711.0,28.01,104814.0,HEV,57414.0,yes
USA,2022,Volkswagen,"$47,552 ",4270.0,17.41,52435.0,PHEV,32712.0,yes
France,2024,Renault,"$19,824 ",1830.0,10.58,114731.0,HEV,37139.0,No
Germany,2019,Volkswagen,"$41,795 ",1934.0,29.46,139735.0,PHEV,29436.0,no
China,2017,Chevrolet,"$3,288 ",4135.0,5.31,45822.0,BEV,43973.0,YES
USA,2019,Tesla,"$40,474 ",1030.0,3.0,92587.0,HEV,16770.0,no
Norway,2021,Volkswagen,"$29,518 ",3929.0,13.45,64063.0,BEV,3566.0,Yes
Netherlands,2021,Nissan,"$43,363 ",2771.0,4.13,117303.0,HEV,68117.0,Yes
Norway,2024,Volkswagen,"$31,345 ",2630.0,19.43,90517.0,HEV,3673.0,YES
Germany,2020,Renault,"$38,561 ",1728.0,5.91,92491.0,BEV,35608.0,Yes
Germany,2023,BYD,"$17,420 ",3315.0,9.92,60544.0,PHEV,8587.0,YES
Japan,2023,BYD,"$4,027 ",309.0,28.67,74526.0,PHEV,38455.0,Yes
France,2023,Nissan,"$37,439 ",3869.0,23.36,107670.0,BEV,75648.0,No
France,2015,Nissan,"$32,559 ",1533.0,14.33,88842.0,PHEV,64853.0,yes
China,2016,Hyundai,"$20,501 ",2710.0,1.84,85384.0,PHEV,59147.0,no
Japan,2023,Renault,"$13,839 ",3376.0,12.13,44382.0,PHEV,36930.0,No
Japan,2018,Tesla,"$29,544 ",4955.0,22.56,93305.0,BEV,72484.0,no
Germany,2016,Renault,"$47,961 ",1815.0,24.88,74973.0,PHEV,64696.0,YES
Netherlands,2020,Hyundai,"$2,362 ",1812.0,14.46,47753.0,HEV,74855.0,yes
Netherlands,2022,Kia,"$23,085 ",2614.0,26.61,38982.0,HEV,22291.0,no
China,2022,Hyundai,"$33,326 ",4266.0,10.66,38833.0,BEV,29854.0,YES
Norway,2016,BYD,"$48,020 ",3955.0,28.22,141834.0,PHEV,41185.0,no
Netherlands,2016,Kia,"$25,572 ",1376.0,28.8,52999.0,BEV,56535.0,no
France,2018,Volkswagen,"$44,590 ",2854.0,4.74,96231.0,BEV,14607.0,YES
Norway,2024,Volkswagen,"$47,850 ",3733.0,22.15,130945.0,BEV,45963.0,yes
Japan,2022,BMW,"$6,191 ",3542.0,21.73,90654.0,HEV,44114.0,Yes
Germany,2015,Kia,"$13,982 ",2115.0,12.15,22067.0,HEV,28937.0,yes
Canada,2022,Tesla,"$21,063 ",1150.0,22.84,29449.0,HEV,60150.0,No
China,2021,Kia,"$11,530 ",4956.0,22.22,28176.0,PHEV,29812.0,No
france,2024,Ford,"$39,766 ",3051.0,5.94,57260.0,PHEV,22571.0,no
China,2022,Hyundai,"$19,818 ",2212.0,28.64,28408.0,PHEV,35850.0,No
China,2021,Hyundai,"$14,801 ",2473.0,21.15,54135.0,HEV,44525.0,Yes
UK,2022,Volkswagen,"$26,204 ",4123.0,12.77,103068.0,HEV,56881.0,Yes
Netherlands,2015,Hyundai,"$25,232 ",1299.0,25.64,31952.0,BEV,60115.0,no
Netherlands,2020,Ford,"$18,706 ",1369.0,11.49,26677.0,HEV,57577.0,yes
India,2023,Kia,"$26,274 ",2926.0,27.53,84212.0,BEV,69498.0,YES
India,2017,Tesla,"$27,359 ",4504.0,2.85,55459.0,HEV,63284.0,yes
UK,2022,BYD,"$46,978 ",4626.0,10.05,96522.0,PHEV,19050.0,yes
China,2024,Nissan,"$12,642 ",993.0,5.22,85229.0,HEV,5115.0,No
Canada,2022,Renault,"$32,920 ",2425.0,6.55,108536.0,BEV,68419.0,YES
USA,2024,Tesla,"$5,321 ",3832.0,7.7,28328.0,BEV,3477.0,No
